"Estado","% Ocupación"
"Aguascalientes","25.00"
"Chihuahua","16.66"
"México","10.63"
"Sinaloa","6.89"
"Yucatán","5.55"
"Campeche","5.26"
"Tamaulipas","3.92"
"Nuevo León","3.63"
"Ciudad de México","2.24"
"Jalisco","2.00"
"Tlaxcala","0.00"
"Tabasco","0.00"
"Puebla","0.00"
"Coahuila de Zaragoza","0.00"
"Quintana Roo","0.00"
"Baja California Sur","0.00"
"San Luis Potosí","0.00"
"Guerrero","0.00"
"Veracruz de Ignacio de La Llave","0.00"
"Nayarit","0.00"
"Michoacán de Ocampo","0.00"
"Oaxaca","0.00"
"Querétaro","0.00"
"Chiapas","0.00"
"Hidalgo","0.00"
"Colima","0.00"
"Guanajuato","0.00"
"Durango","0.00"
"Sonora","0.00"
"Zacatecas","0.00"
"Morelos","0.00"
"Baja California","0.00"
