"Estado","% Ocupación"
"Puebla","14.70"
"México","11.82"
"Sonora","10.00"
"Aguascalientes","9.09"
"Sinaloa","5.88"
"Yucatán","5.55"
"Ciudad de México","2.15"
"Jalisco","1.34"
"Nuevo León","0.91"
"Tabasco","0.00"
"Coahuila de Zaragoza","0.00"
"Baja California Sur","0.00"
"Quintana Roo","0.00"
"Baja California","0.00"
"Guerrero","0.00"
"Tamaulipas","0.00"
"Nayarit","0.00"
"Oaxaca","0.00"
"Michoacán de Ocampo","0.00"
"Chiapas","0.00"
"Hidalgo","0.00"
"Morelos","0.00"
"Zacatecas","0.00"
"Chihuahua","0.00"
"Guanajuato","0.00"
"Colima","0.00"
"Durango","0.00"
"Querétaro","0.00"
"Campeche","0.00"
"Veracruz de Ignacio de La Llave","0.00"
"San Luis Potosí","0.00"
"Tlaxcala","0.00"
