"Estado","% Ocupación"
"Aguascalientes","25.00"
"Chihuahua","14.28"
"México","12.82"
"Sinaloa","6.89"
"Yucatán","5.55"
"Puebla","3.92"
"Tamaulipas","3.92"
"Nuevo León","3.03"
"Jalisco","2.66"
"Ciudad de México","1.58"
"San Luis Potosí","0.00"
"Tabasco","0.00"
"Veracruz de Ignacio de La Llave","0.00"
"Coahuila de Zaragoza","0.00"
"Quintana Roo","0.00"
"Baja California Sur","0.00"
"Querétaro","0.00"
"Guerrero","0.00"
"Campeche","0.00"
"Nayarit","0.00"
"Oaxaca","0.00"
"Michoacán de Ocampo","0.00"
"Colima","0.00"
"Durango","0.00"
"Chiapas","0.00"
"Hidalgo","0.00"
"Guanajuato","0.00"
"Sonora","0.00"
"Morelos","0.00"
"Zacatecas","0.00"
"Tlaxcala","0.00"
"Baja California","0.00"
